REGION,STATEFIP,METRO,OWNERSHP,RENT,FOODSTMP,VEHICLES,FAMSIZE,NCHILD,SEX,MARST,MARRNO,RACE,HISPAN,CITIZEN,SPEAKENG,HCOVANY,EDUC,GRADEATT,EMPSTAT,UHRSWORK,POVERTY,DIFFREM,DIFFMOB,VETSTAT,UTILITIES,GENERATION
0,34,1,1,0,0,2,2,0,2,0,1,1,0,0,1,1,10,7,3,0,1,0,0,1,3463.25,1
0,34,1,1,0,0,3,4,2,2,0,1,1,0,0,1,1,10,7,1,40,1,0,0,1,4053.25,2
0,34,1,1,0,0,3,3,0,1,2,0,1,0,0,1,1,5,5,3,15,1,0,0,1,4108.25,1
0,34,1,1,0,1,1,4,3,2,1,1,7,1,0,1,0,7,6,1,42,1,0,0,1,6186.25,2
0,34,1,2,480,0,0,1,0,1,2,0,2,0,0,1,0,10,7,1,25,1,0,0,1,7914.5,1
0,34,1,1,0,0,3,4,0,1,2,0,1,0,0,1,1,6,6,1,25,1,0,0,1,3828.25,1
0,34,1,1,0,0,5,5,0,2,2,0,1,0,0,1,1,6,5,1,20,1,0,0,1,3693.25,1
0,34,1,1,0,0,5,5,0,1,2,0,1,0,0,1,1,6,5,1,24,1,0,0,1,3693.25,1
0,34,1,1,0,0,2,3,1,2,0,1,1,0,0,1,0,7,6,2,0,1,0,0,1,4048.25,2
0,34,1,1,0,0,2,1,0,1,2,0,1,1,0,1,1,7,6,1,40,1,0,0,1,1495,1
0,34,1,2,720,1,1,2,0,1,2,0,8,0,0,1,1,6,5,2,0,1,0,0,1,9993,1
0,34,1,1,0,0,3,3,1,2,0,1,6,0,2,1,1,7,6,1,40,1,0,0,1,4648.25,2
0,34,1,1,0,0,3,3,0,1,2,0,6,0,2,1,1,10,6,3,0,1,0,0,1,4648.25,1
0,34,1,0,0,0,0,1,0,1,2,0,1,1,0,1,1,6,6,1,15,0,0,0,1,0,1
0,34,1,0,0,0,0,1,0,2,2,0,2,0,0,1,1,6,6,3,20,0,0,0,1,0,1
0,34,1,1,0,0,3,4,0,1,2,0,2,0,0,1,1,7,6,1,35,1,0,0,1,3743.25,1
0,34,1,2,800,1,0,2,1,2,0,1,3,1,0,1,1,8,7,3,40,1,0,0,1,5177.5,1
0,34,1,1,0,0,4,3,0,1,2,0,1,0,0,1,1,5,5,2,20,1,0,0,1,6921.5,1
0,34,1,0,0,0,0,1,0,2,2,0,1,0,0,1,1,7,6,1,15,0,1,0,1,0,1
0,34,1,2,750,0,3,3,0,2,2,0,2,0,0,1,1,7,6,2,0,1,0,0,1,6196.5,1
0,34,1,1,0,0,0,1,0,2,1,2,1,0,0,1,1,6,5,3,0,1,0,1,1,5086.5,4
0,34,1,1,0,0,3,3,0,2,2,0,2,4,0,1,1,6,6,1,25,1,0,0,1,4035.75,1
0,34,1,1,0,0,2,4,0,1,2,0,1,1,0,1,1,7,6,1,20,1,0,0,1,6996.25,1
0,34,1,0,0,0,0,1,0,1,2,0,6,0,0,1,1,11,7,1,75,1,0,0,1,0,2
0,34,1,0,0,0,0,1,0,1,2,0,1,0,0,1,1,7,6,3,0,0,0,0,1,0,1
0,34,1,2,2000,0,2,2,0,2,2,0,1,0,0,1,0,6,5,3,12,1,0,0,1,3053.25,1
0,34,1,2,1300,0,1,3,0,2,2,0,2,1,0,1,1,6,5,1,40,1,0,0,1,5327.5,1
0,34,1,2,550,0,1,6,5,2,1,2,1,1,0,1,1,6,6,1,35,1,0,0,1,5836.5,2
0,34,1,2,550,0,1,6,0,1,2,0,1,1,0,1,1,8,6,3,0,1,0,0,1,5836.5,1
0,34,1,0,0,0,0,1,0,1,0,1,1,0,0,1,1,10,7,1,15,0,0,0,1,0,1
0,34,1,1,0,0,0,6,0,2,2,0,6,0,0,1,1,8,6,2,0,1,0,0,1,3218.25,1
0,34,1,1,0,0,0,6,0,2,2,0,6,0,0,1,1,3,5,1,19,1,0,0,1,3218.25,1
0,34,1,2,1400,0,2,4,0,2,0,1,1,0,0,1,1,11,6,1,40,1,0,0,1,6166.5,1
0,34,1,2,1400,0,2,4,0,1,2,0,2,0,0,1,1,6,6,2,0,1,0,0,1,6166.5,1
0,34,1,1,0,1,2,6,3,1,0,2,2,0,0,1,1,7,6,2,0,1,0,0,1,4263.25,2
0,34,1,2,1200,0,1,3,0,2,2,0,6,0,0,1,1,7,6,1,10,1,0,0,1,7766.75,1
0,34,1,1,0,0,2,3,0,2,2,0,1,0,0,1,1,5,5,1,20,1,0,0,1,5481.5,1
0,34,1,1,0,0,2,2,0,1,2,0,1,0,0,1,1,6,5,3,0,1,0,0,1,3638.25,1
0,34,1,2,1700,0,1,4,2,1,0,1,1,4,2,1,1,7,6,2,8,1,0,0,2,9993,1
0,34,1,2,270,1,1,3,0,2,2,0,1,1,0,1,1,7,6,3,0,0,0,0,1,5627.5,1
0,34,1,1,0,0,3,3,1,2,1,1,1,0,0,1,0,10,7,1,25,1,0,0,1,5651.5,2
0,34,1,1,0,0,2,3,0,2,2,0,2,0,0,1,1,10,7,1,35,1,0,0,1,3198.25,1
0,34,1,1,0,0,2,3,0,1,2,0,2,0,0,1,1,6,6,2,15,1,0,0,1,3198.25,1
0,34,1,1,0,0,4,4,0,2,2,0,1,0,0,1,1,7,6,2,4,1,0,0,1,6893.25,1
0,34,1,0,0,0,0,1,0,1,2,0,2,0,0,1,0,7,6,3,0,0,0,0,1,0,1
0,34,1,2,1600,0,1,4,2,2,1,2,1,4,0,1,0,11,7,1,45,1,0,0,1,5508.75,1
0,34,1,1,0,0,4,4,0,1,2,0,1,4,0,1,1,7,6,2,0,1,0,0,1,3698.25,1
0,34,1,1,0,0,4,4,0,2,2,0,1,0,0,1,1,7,6,1,20,1,0,0,1,3773.25,1
0,34,1,1,0,0,2,4,2,2,0,1,2,1,0,1,1,6,6,1,40,1,0,0,1,3593.25,1
0,34,1,1,0,0,2,3,1,2,0,2,1,1,0,1,1,8,6,1,50,1,0,0,1,3708.25,2
0,34,1,2,1100,0,1,3,1,1,0,2,1,0,2,1,1,6,6,3,0,1,1,0,1,5836.5,2
0,34,1,2,1100,0,1,3,1,2,0,1,9,4,0,1,0,7,6,3,0,1,0,0,1,5836.5,2
0,34,1,1,0,0,3,5,0,2,2,0,1,0,0,1,0,5,5,2,0,1,0,0,1,3483.25,1
0,34,1,1,0,0,2,5,0,2,2,0,1,1,0,1,1,7,6,3,18,1,0,0,1,1190,1
0,34,1,1,0,0,3,3,0,1,0,2,1,0,2,1,1,6,6,1,40,1,0,0,1,3250.75,2
0,34,1,1,0,0,1,3,0,1,2,0,1,0,0,1,1,5,5,1,15,1,0,0,1,3423.25,1
0,34,1,1,0,0,2,2,0,2,0,1,1,0,0,1,1,7,6,1,40,1,0,0,1,3183.25,2
0,34,1,2,1000,0,2,4,0,2,2,0,2,0,0,1,1,6,6,2,20,1,1,0,1,3773.25,1
0,34,1,1,0,0,2,3,0,1,2,0,8,0,0,1,1,10,6,3,30,1,0,0,1,3548.25,1
0,34,1,1,0,0,2,3,0,1,2,0,8,0,0,1,1,8,6,3,35,1,0,0,1,3548.25,1
0,34,1,2,640,0,0,3,0,1,2,0,7,4,0,1,1,7,6,1,12,0,0,0,1,5386.5,1
0,34,1,1,0,0,3,3,0,2,2,0,1,0,0,1,1,8,6,1,40,1,0,0,1,4103.25,1
0,34,1,0,0,0,0,1,0,2,2,0,6,0,0,1,1,6,6,3,0,0,0,0,1,0,1
0,34,1,1,0,0,4,5,0,2,2,0,1,0,0,1,1,8,6,3,0,1,0,0,1,7291.5,1
0,34,1,0,0,0,0,1,0,2,2,0,6,0,0,1,1,7,6,3,0,0,0,0,1,0,1
0,34,1,0,0,0,0,1,0,2,2,0,1,0,0,1,1,7,6,1,20,0,0,0,1,0,1
0,34,1,1,0,0,1,4,0,1,2,0,1,4,0,1,1,7,6,1,35,1,0,0,1,4178.25,1
0,34,1,1,0,0,1,4,0,2,2,0,1,4,1,1,1,11,6,3,20,1,0,0,1,4178.25,1
0,34,1,1,0,0,4,4,0,2,2,0,1,0,0,1,1,6,6,1,8,1,0,0,1,3473.25,1
0,34,1,1,0,0,1,2,1,2,1,1,2,0,0,1,1,11,7,1,35,1,0,0,1,3565.75,2
0,34,1,1,0,0,4,4,0,1,2,0,1,0,0,1,1,5,5,3,0,1,0,0,1,3733.25,1
0,34,1,1,0,0,3,4,0,1,2,0,1,0,0,1,1,7,6,1,15,1,0,0,1,6526.5,1
0,34,1,2,800,0,1,1,0,2,2,0,2,0,0,1,1,10,7,1,40,1,0,0,1,7586.75,1
0,34,1,0,0,0,0,1,0,1,2,0,1,0,0,1,1,7,6,3,0,0,0,0,1,0,1
0,34,1,1,0,0,2,4,0,1,2,0,1,0,0,1,1,6,5,2,0,1,0,0,1,3163.25,1
0,34,1,1,0,0,2,2,0,2,2,0,1,0,0,1,1,10,6,1,30,1,0,0,1,5546.5,1
0,34,1,1,0,0,4,3,0,2,2,0,6,0,0,1,0,7,6,1,40,1,0,0,1,8394.5,1
0,34,1,2,450,1,1,2,1,2,2,0,2,0,0,1,1,8,6,1,30,0,0,0,1,7647.75,1
0,34,1,1,0,0,3,3,0,2,2,0,1,0,0,1,1,10,6,1,24,1,0,0,1,4178.25,1
0,34,1,1,0,0,2,4,0,1,2,0,1,0,0,1,1,7,6,3,30,1,0,0,1,3403.25,1
0,34,1,0,0,0,0,1,0,2,2,0,2,0,0,1,1,7,6,1,10,0,0,0,1,0,1
0,34,1,2,900,0,2,2,0,2,0,1,8,0,0,1,0,8,6,1,40,1,0,0,1,7676.5,1
0,34,1,1,0,0,3,3,0,1,2,0,1,0,0,1,1,6,5,3,0,1,0,0,1,3563.25,1
0,34,1,1,0,0,4,4,0,2,2,0,1,0,0,1,1,6,6,1,40,1,0,0,1,1135,1
0,34,1,1,0,0,3,4,0,2,2,0,1,0,0,1,1,10,7,3,0,1,0,0,1,3848.25,1
0,34,1,1,0,0,3,4,0,2,2,0,1,0,0,1,1,8,6,3,0,1,0,0,1,3848.25,1
0,34,1,1,0,0,4,4,0,1,2,0,1,0,0,1,1,7,6,1,10,1,0,0,1,3498.25,1
0,34,1,1,0,0,3,2,0,2,0,1,1,0,0,1,1,6,6,1,40,1,0,0,1,5671.5,2
0,34,1,1,0,0,3,1,0,2,2,0,1,1,0,1,1,10,7,1,40,0,0,0,1,6896.25,1
0,34,1,1,0,0,4,4,0,2,2,0,1,1,0,1,1,8,6,1,36,1,0,0,1,5866.5,1
0,34,1,0,0,0,0,1,0,1,2,0,2,0,0,1,1,10,7,3,40,0,0,0,1,0,1
0,34,1,1,0,0,4,4,0,2,2,0,1,0,0,1,1,8,6,1,15,1,0,0,1,3618.25,1
0,34,1,0,0,0,0,1,0,1,2,0,1,0,0,1,1,7,6,3,0,0,0,0,1,0,1
0,34,1,2,1000,0,2,3,0,1,2,0,2,0,0,1,1,7,6,3,0,0,0,0,1,6047.5,1
0,34,1,1,0,0,4,4,0,2,2,0,1,0,0,1,1,7,6,3,20,1,0,0,1,3528.25,1
0,34,1,2,600,0,1,2,1,2,2,0,1,1,0,1,1,7,6,2,0,1,0,0,1,5866.5,1
0,34,1,2,1800,0,1,7,0,1,2,0,2,0,0,1,0,6,6,3,0,1,0,0,1,7946.75,1
0,34,1,1,0,0,3,3,0,1,2,0,1,0,0,1,1,7,6,3,0,1,0,0,1,4823.25,1
0,34,1,0,0,0,0,1,0,2,2,0,1,1,0,1,0,7,6,3,0,0,0,0,1,0,1
0,34,1,1,0,0,3,8,0,2,2,0,2,0,0,1,0,5,5,2,0,1,0,0,1,3198.25,1
0,34,1,1,0,0,2,3,0,2,2,0,1,0,0,1,1,7,6,1,15,1,0,0,1,950,1
0,34,1,1,0,0,2,3,0,1,2,0,1,0,0,1,1,7,6,1,40,1,0,0,1,3373.25,1
0,34,1,2,1600,0,1,4,0,1,2,0,1,0,0,1,1,6,6,1,20,1,0,0,1,5687.5,1
0,34,1,1,0,0,3,2,0,2,2,0,1,0,0,1,0,10,7,1,17,1,0,0,1,3748.25,1
0,34,1,1,0,0,1,1,0,1,0,3,1,0,2,1,1,6,5,3,0,1,1,1,1,3468.25,3
0,34,1,1,0,0,5,4,0,1,2,0,1,0,0,1,1,7,6,1,15,1,0,0,1,3898.25,1
0,34,1,1,0,0,3,8,0,1,2,0,1,4,0,1,1,7,6,1,18,1,0,0,1,6736.25,1
0,34,1,0,0,0,0,1,0,2,2,0,2,0,0,1,1,7,6,1,10,0,0,0,1,0,1
0,34,1,2,1800,0,1,3,1,2,0,1,1,0,0,1,1,11,7,1,30,1,0,0,1,7616.5,2
0,34,1,0,0,0,0,1,0,2,2,0,1,0,0,1,1,6,6,3,0,0,0,0,1,0,1
0,34,1,1,0,0,3,3,0,1,2,0,1,0,0,1,1,6,6,1,20,1,0,0,1,3113.25,1
0,34,1,0,0,0,0,1,0,2,2,0,1,0,0,1,1,8,6,3,0,0,0,0,1,0,1
0,34,1,0,0,0,0,1,0,1,2,0,1,0,0,1,1,6,6,1,40,0,0,0,1,0,1
0,34,1,2,750,1,2,7,1,2,2,0,1,1,0,1,0,6,6,2,40,1,0,0,1,5866.5,1
0,34,1,1,0,0,4,5,0,1,2,0,1,1,0,1,1,5,5,3,0,1,0,0,1,4058.25,1
0,34,1,0,0,0,0,1,0,2,2,0,1,4,0,1,1,6,6,3,40,0,1,0,1,0,1
0,34,1,1,0,0,3,3,0,1,2,0,1,0,0,1,1,10,7,3,40,1,0,0,1,3598.25,1
0,34,1,0,0,0,0,1,0,1,2,0,1,0,0,1,1,7,6,3,25,0,0,0,1,0,1
0,34,1,1,0,0,2,2,0,2,2,0,1,0,0,1,1,8,6,1,35,1,0,0,1,3198.25,2
0,34,1,0,0,0,0,1,0,2,2,0,1,0,0,1,1,7,6,3,0,0,0,0,1,0,1
0,34,1,1,0,0,2,6,0,2,2,0,1,4,0,1,1,8,6,1,25,1,0,0,1,3453.25,1
0,34,1,1,0,0,2,6,0,1,2,0,1,4,0,1,1,7,6,1,20,1,0,0,1,3453.25,1
0,34,1,1,0,0,2,1,0,2,2,0,1,0,0,1,1,10,7,1,50,1,0,0,1,3898.25,1
0,36,1,0,0,1,0,1,0,1,2,0,2,0,0,1,1,7,6,3,0,1,0,0,2,0,1
0,36,1,2,980,0,0,2,0,1,2,0,8,0,0,1,1,6,5,3,0,1,0,0,1,9996,1
0,36,1,1,0,0,4,3,0,1,2,0,1,0,0,1,1,7,6,1,12,1,0,0,1,3463.25,1
0,36,1,2,3700,0,0,1,0,1,2,0,6,0,0,1,1,10,7,3,0,1,0,0,1,7974.5,1
0,36,1,1,0,1,2,3,1,2,1,1,1,0,0,1,1,8,6,1,40,1,0,0,1,3043.25,1
0,36,1,2,1300,0,0,4,0,2,0,1,2,0,2,1,1,7,6,3,0,1,0,0,1,7736.5,1
0,36,1,1,0,0,1,4,0,2,2,0,6,0,2,1,1,10,6,3,0,1,0,0,1,3313.25,1
0,36,1,1,0,1,1,8,0,2,2,0,6,0,0,1,1,8,6,1,32,0,0,0,1,4178.25,1
0,36,1,1,0,0,2,3,0,1,2,0,4,0,0,1,1,10,6,3,0,1,0,0,1,2020,1
0,36,1,0,0,0,0,1,0,1,2,0,1,0,0,1,1,7,6,3,30,0,0,0,1,0,1
0,36,1,1,0,0,5,6,0,1,2,0,1,0,0,1,1,6,6,1,25,1,0,0,1,3463.25,1
0,36,1,2,0,0,2,1,0,1,2,0,1,0,0,1,1,7,6,1,50,1,0,0,1,2125,1
0,36,1,0,0,0,0,1,0,1,2,0,1,0,0,1,1,7,6,3,0,0,0,0,1,0,1
0,36,1,2,400,0,1,2,0,1,2,0,1,0,0,1,1,5,5,3,0,1,0,0,1,5387.5,1
0,36,1,0,0,0,0,1,0,1,2,0,1,0,0,1,1,6,6,3,0,0,0,0,1,0,1
0,36,1,1,0,0,0,4,0,1,2,0,1,0,0,1,0,7,6,1,40,1,0,0,1,5957.5,1
0,36,1,0,0,0,0,1,0,1,2,0,1,0,2,1,1,7,6,2,15,0,0,0,1,0,1
0,36,1,0,0,0,0,1,0,1,2,0,1,0,0,1,1,6,6,1,45,0,0,0,1,0,1
0,36,1,2,370,1,1,5,2,1,0,1,1,0,2,1,1,10,6,1,40,1,0,0,1,5266.5,1
0,36,1,2,610,1,0,2,1,2,2,0,7,4,2,1,1,11,6,1,20,0,0,0,1,5356.5,3
0,36,1,2,1300,1,0,2,0,2,2,0,8,0,0,1,1,5,5,3,0,1,1,1,1,5206.5,1
0,36,1,2,1700,0,3,4,0,2,2,0,6,0,0,1,1,7,6,1,10,1,0,0,1,7914.5,1
0,36,1,2,1700,0,3,4,0,1,2,0,6,0,0,1,1,5,5,3,0,1,0,0,1,7914.5,1
0,36,1,2,2300,0,0,1,0,2,2,0,1,1,0,1,1,8,6,3,0,0,0,0,1,5597.5,1
0,36,1,0,0,0,0,1,0,2,2,0,1,0,0,1,1,7,6,3,0,0,0,0,1,0,1
0,36,1,2,1800,1,0,6,0,1,2,0,2,0,0,1,1,3,5,3,0,0,0,0,1,6167.5,1
0,36,1,1,0,1,3,4,0,1,2,0,1,0,0,1,1,7,6,3,0,1,0,0,1,5656.5,1
0,36,1,1,0,0,3,4,0,2,2,0,1,0,0,1,1,7,6,1,30,1,0,0,1,5798.75,1
0,36,1,0,0,0,0,1,0,1,2,0,1,0,0,1,1,6,6,3,32,0,0,0,1,0,1
0,36,1,2,1100,1,6,3,2,2,2,0,1,0,0,1,0,10,6,1,24,0,0,0,1,9997,2
0,36,1,2,2200,0,0,1,0,2,2,0,1,0,0,1,1,10,6,1,72,1,0,0,1,7795.5,1
0,36,1,1,0,0,3,3,0,1,2,0,1,0,0,1,1,10,7,1,40,1,0,0,1,2635,1
0,36,1,0,0,0,0,1,0,1,1,1,2,0,0,1,0,4,5,3,5,0,0,0,1,0,2
0,36,1,1,0,0,5,5,0,1,2,0,1,0,0,1,0,7,6,2,0,1,0,0,1,3138.25,1
0,36,1,1,0,0,5,5,0,1,2,0,1,0,0,1,1,7,6,1,18,1,0,0,1,3138.25,1
0,36,1,2,960,0,0,2,1,2,2,0,7,4,0,1,1,8,6,1,35,1,0,0,1,9994,2
0,36,1,1,0,0,1,2,0,2,2,0,1,0,0,1,1,7,6,1,20,1,0,0,1,9995,1
0,36,1,2,1200,0,0,2,0,2,2,0,2,0,0,1,1,8,6,2,4,0,0,0,1,9997,1
0,36,1,1,0,0,2,4,0,2,0,1,1,0,0,1,1,10,6,3,0,1,1,0,1,4928.25,1
0,36,1,1,0,1,4,5,0,1,2,0,1,0,0,1,1,10,6,1,15,1,0,0,1,4263,1
0,36,1,2,1200,1,1,3,0,2,2,0,7,1,0,1,1,5,5,3,0,1,0,0,1,5506.5,1
0,36,1,0,0,0,0,1,0,2,2,0,1,0,0,1,1,6,6,3,0,0,0,0,1,0,1
0,36,1,2,300,0,0,1,0,2,2,0,2,0,0,1,1,7,6,1,22,1,0,0,1,5986.5,1
0,36,1,1,0,0,2,4,0,1,2,0,1,0,0,1,1,6,5,1,30,1,0,0,1,3108.25,1
0,36,1,0,0,0,0,1,0,2,2,0,1,0,0,1,1,6,6,1,80,0,0,0,1,0,1
0,36,0,1,0,1,1,2,0,1,2,0,1,0,0,1,0,7,6,3,0,1,0,0,1,5566.5,1
0,36,1,1,0,0,3,4,0,2,2,0,1,0,2,1,1,7,6,1,20,1,0,0,1,3548.25,1
0,36,0,1,0,0,2,2,0,2,0,2,1,0,0,1,1,10,6,1,50,1,0,0,1,3813.25,2
0,36,1,1,0,1,2,3,0,1,2,0,2,0,0,1,0,8,6,2,0,1,0,0,1,4628.25,1
0,36,0,0,0,0,0,1,0,1,2,0,1,0,0,1,1,7,6,1,15,0,0,0,1,0,1
0,36,1,1,0,0,4,6,0,1,0,1,6,0,0,1,1,10,7,1,47,1,0,0,1,6896.25,1
0,36,1,1,0,0,4,6,1,2,1,1,6,0,0,1,1,8,6,1,30,1,0,0,1,6896.25,1
0,36,0,0,0,0,0,1,0,1,2,0,1,0,0,1,1,7,6,3,10,0,0,0,1,0,1
0,36,1,2,1100,1,3,1,0,1,2,0,2,0,0,1,1,6,5,2,0,0,0,0,1,8216.5,1
0,36,1,1,0,0,2,4,0,1,2,0,6,0,0,1,1,7,6,1,40,1,0,0,1,3623.25,1
0,36,1,1,0,0,2,2,0,2,0,1,1,0,0,1,1,8,6,1,40,1,0,0,1,5301.5,1
0,36,1,2,750,1,1,2,0,1,0,1,2,0,0,1,0,7,6,1,40,1,0,0,1,7706.75,1
0,36,1,2,750,1,1,2,0,2,0,1,2,0,0,1,1,5,5,3,0,1,0,0,1,7706.75,1
0,36,1,2,750,1,1,1,0,1,2,0,2,0,0,1,1,5,5,2,20,0,0,0,1,7706.75,1
0,36,1,2,2200,0,2,4,0,2,2,0,2,0,0,1,0,11,7,3,0,0,0,0,1,7886.75,1
0,36,1,2,1100,0,1,1,0,2,2,0,2,4,0,1,1,10,6,1,35,1,0,0,1,5357.5,1
0,36,1,2,500,0,2,4,2,2,0,1,1,0,0,1,1,6,6,1,25,1,0,0,1,5957.5,1
0,36,1,2,540,1,0,4,0,2,2,0,7,1,0,1,1,10,7,2,0,0,0,0,1,9996,1
0,36,1,2,540,1,0,4,0,1,0,1,7,1,0,1,1,7,6,2,0,0,0,0,2,9996,1
0,36,1,2,630,0,1,4,2,2,0,1,4,0,2,1,1,10,7,1,40,1,0,0,1,9997,1
0,36,1,1,0,0,2,3,0,1,2,0,1,0,0,1,1,10,6,1,40,1,0,0,1,3293.25,1
0,36,1,1,0,0,1,4,0,1,2,0,2,0,0,1,0,7,6,1,25,1,0,0,1,4260.75,1
0,36,1,0,0,0,0,1,0,1,2,0,1,4,0,1,0,5,5,3,0,0,0,0,1,0,2
0,36,1,2,650,1,0,3,2,2,1,1,2,0,0,1,1,8,6,3,0,0,0,0,1,5537.5,2
0,36,1,0,0,0,0,1,0,2,2,0,6,0,0,1,1,11,7,3,40,0,0,0,1,0,1
0,36,1,0,0,0,0,1,0,2,2,0,4,0,0,1,1,7,6,2,35,0,0,0,1,0,1
0,36,1,1,0,0,2,1,0,1,2,0,1,0,0,1,1,8,6,1,40,1,0,0,2,5611.5,2
0,36,1,1,0,0,3,3,0,2,2,0,1,0,0,1,1,6,6,1,20,1,0,0,1,5333.75,1
0,36,1,2,1100,0,1,4,0,1,2,0,7,4,0,1,1,6,6,3,0,1,1,1,1,5358.5,1
0,36,1,2,1200,1,0,5,0,2,2,0,6,0,0,1,1,7,6,3,0,0,0,0,1,5356.5,1
0,36,1,2,1200,1,0,5,0,1,2,0,6,0,0,1,1,3,5,1,40,0,0,0,1,5356.5,1
0,36,1,2,1200,1,0,5,0,1,2,0,6,0,0,1,1,4,5,2,0,0,0,0,1,5356.5,1
0,36,1,1,0,0,4,5,0,1,2,0,1,0,0,1,1,11,7,3,0,1,0,0,1,3938.25,1
0,36,1,1,0,0,3,1,0,1,2,0,1,0,1,1,1,7,6,3,0,0,0,0,1,3898.25,1
0,36,1,2,0,0,3,3,0,1,2,0,1,0,0,1,1,7,6,1,30,1,0,0,1,5657.5,1
0,36,1,1,0,0,3,4,0,2,2,0,1,0,0,1,1,10,7,1,20,1,0,0,1,5926.5,1
0,36,1,1,0,0,2,2,0,2,0,1,6,0,0,1,1,11,7,1,40,1,0,0,1,5416.5,1
0,36,1,2,2300,0,1,1,0,2,2,0,1,0,0,1,1,11,7,1,40,1,0,0,1,5298.5,1
0,36,1,1,0,0,1,3,0,2,2,0,1,0,0,1,1,7,6,3,0,1,0,0,1,2915.25,1
0,36,1,1,0,0,3,3,0,1,2,0,1,0,0,1,1,6,6,2,0,1,0,0,1,1540,1
0,36,0,0,0,0,0,1,0,1,2,0,1,0,0,1,1,7,6,2,12,0,0,0,1,0,1
0,36,1,0,0,0,0,1,0,2,2,0,1,0,0,1,1,6,6,3,12,0,0,0,1,0,1
0,36,1,0,0,0,0,1,0,1,2,0,1,0,0,1,1,6,6,3,35,0,0,0,1,0,1
0,36,1,1,0,0,1,1,0,2,2,0,1,0,0,1,1,11,7,2,9,0,0,0,1,5268.5,2
0,36,1,1,0,0,4,4,0,2,2,0,1,0,0,1,1,6,5,1,10,1,0,0,1,6471.5,1
0,36,1,1,0,0,2,2,0,2,0,1,1,0,1,1,1,8,6,1,40,1,0,0,1,3168.25,2
0,36,0,0,0,0,0,1,0,2,2,0,1,0,0,1,1,6,6,3,20,0,0,0,1,0,1
0,36,0,0,0,0,0,1,0,2,2,0,1,0,0,1,1,6,6,3,0,0,0,0,1,0,1
0,36,1,1,0,0,3,3,0,2,2,0,1,4,0,1,1,7,6,2,10,1,0,0,1,2983.25,1
0,36,1,2,2100,1,0,3,0,1,2,0,2,0,0,1,1,4,5,3,0,0,0,0,1,6047.5,1
0,36,0,0,0,0,0,1,0,1,2,0,1,0,0,1,1,6,6,2,16,0,0,0,1,0,1
0,36,0,0,0,0,0,1,0,1,2,0,1,0,0,1,1,6,6,2,16,0,0,0,1,0,1
0,36,1,2,600,0,1,1,0,2,2,0,2,0,0,1,1,7,6,1,30,1,0,0,1,8815.5,1
0,36,1,0,0,0,0,1,0,1,2,0,1,0,0,1,1,7,6,3,65,0,1,0,1,0,1
0,36,1,0,0,0,0,1,0,1,2,0,1,0,0,1,1,7,6,1,10,0,0,0,1,0,1
0,36,1,0,0,0,0,1,0,2,2,0,1,0,0,1,1,7,6,3,0,0,0,0,1,0,1
0,36,1,0,0,0,0,1,0,2,2,0,2,0,0,1,1,6,6,3,0,0,0,0,1,0,1
0,36,1,2,1200,0,1,1,0,2,2,0,1,0,0,1,1,10,7,1,40,1,0,0,1,5568.5,1
0,36,1,0,0,0,0,1,0,2,2,0,1,0,0,1,1,6,6,3,24,0,0,0,1,0,1
0,36,0,0,0,0,0,1,0,1,2,0,1,0,0,1,1,7,6,1,15,0,0,0,1,0,1
0,36,1,0,0,0,0,1,0,2,2,0,1,0,0,1,1,10,7,1,35,0,0,0,1,0,1
0,36,1,2,1500,0,3,5,0,2,2,0,6,0,2,1,1,10,7,3,0,1,0,0,1,8124.5,1
0,36,1,2,1500,0,3,5,0,1,2,0,6,0,2,1,1,10,7,3,0,1,0,0,1,8124.5,1
0,36,1,1,0,0,3,4,0,1,2,0,1,0,0,1,1,5,5,3,0,1,0,0,1,6066.5,1
0,36,1,1,0,0,3,5,3,2,0,1,1,0,0,1,1,10,6,1,35,1,0,0,1,4060.75,2
0,36,1,1,0,0,3,5,0,2,2,0,1,0,0,1,1,8,6,1,35,1,0,0,1,4060.75,1
0,36,1,1,0,0,3,5,0,2,2,0,1,0,0,1,0,7,6,3,12,1,0,0,1,4060.75,1
0,36,0,0,0,0,0,1,0,2,2,0,1,0,0,1,1,7,6,1,17,0,0,0,1,0,1
0,36,1,2,610,0,1,1,0,1,1,1,1,0,0,1,1,6,6,1,28,1,0,0,1,7615.75,3
0,36,0,1,0,0,1,1,0,1,2,0,1,0,0,1,1,8,6,1,40,1,0,0,2,5716.5,3
0,36,1,2,1800,0,0,1,0,2,2,0,1,0,0,1,1,6,6,1,20,0,0,0,1,5177.5,1
0,36,1,2,1800,0,0,1,0,2,2,0,1,1,0,1,1,6,6,1,14,0,0,0,1,5177.5,1
0,36,1,2,1800,0,0,1,0,2,2,0,1,0,0,1,1,6,6,1,14,0,0,0,1,5177.5,1
0,36,1,2,1800,0,0,1,0,2,2,0,1,0,0,1,1,6,6,1,40,0,0,0,1,5177.5,1
0,36,1,1,0,0,1,3,0,2,2,0,1,0,0,1,1,5,5,3,0,1,0,0,1,3128.25,1
0,36,0,0,0,0,0,1,0,2,2,0,1,0,0,1,1,7,6,1,10,0,0,0,1,0,1
0,36,1,2,1000,1,1,4,2,2,0,1,1,0,0,1,1,7,6,1,40,1,0,0,1,7796.75,1
