REGION,STATEFIP,METRO,OWNERSHP,RENT,FOODSTMP,VEHICLES,FAMSIZE,NCHILD,SEX,AGE,MARST,MARRNO,RACE,CITIZEN,SPEAKENG,HCOVANY,EDUC,GRADEATT,EMPSTAT,UHRSWORK,INCTOT,FTOTINC,INCWELFR,POVERTY,VETDISAB,DIFFREM,VETSTAT,UTILITIES
3,6,1,1,0,0,1,2,0,0,62,0,1,8,2,6,1,10,7,1,40,85000,85000,0,501,0,1,1,2625.75
3,6,1,1,0,0,1,2,0,1,55,0,1,0,2,6,1,10,7,0,0,0,85000,0,501,0,1,1,2625.75
3,6,1,1,0,0,4,3,0,1,18,2,0,8,0,3,0,6,6,1,16,600,72600,0,406,0,1,1,3818.25
3,6,1,2,1500,0,3,5,0,1,20,2,0,6,0,4,0,7,6,2,0,0,32000,0,113,0,1,1,2868.25
3,6,1,1,0,0,2,2,0,0,66,0,3,1,0,3,1,10,7,0,0,46500,127300,0,501,0,1,1,2705.75
3,6,1,1,0,0,4,4,0,0,28,2,0,1,2,3,0,7,6,1,30,63000,289000,0,501,0,1,1,3818.25
3,6,1,1,0,0,4,4,0,1,28,2,0,6,2,4,0,8,6,1,40,43000,289000,0,501,0,1,1,3818.25
3,6,1,1,0,1,6,14,0,0,19,2,0,6,0,5,0,6,6,0,0,0,136800,0,290,0,1,1,3223.25
3,6,1,2,1300,1,0,5,0,1,18,2,0,1,0,4,1,5,5,2,30,240,26040,0,93,0,1,1,5327.5
3,6,1,2,1600,0,2,1,0,1,36,2,0,1,0,3,0,10,7,1,30,26200,26200,0,222,0,1,1,5446.5
3,6,1,2,1600,0,2,1,0,0,35,2,0,2,0,3,1,7,6,0,40,5000,5000,0,42,1,1,2,5446.5
3,6,1,1,0,0,0,4,0,1,24,2,0,7,0,4,1,7,6,1,16,3000,33900,0,143,0,1,1,3163.25
3,6,1,2,600,0,3,1,0,0,22,2,0,1,0,3,1,7,6,1,30,30000,30000,0,255,0,1,1,9995
3,6,1,2,600,0,3,1,0,0,24,2,0,1,0,3,1,7,6,0,0,0,0,0,1,0,2,1,9995
3,6,1,2,600,0,3,1,0,0,22,2,0,1,0,3,1,7,6,1,27,10000,10000,0,85,0,1,1,9995
3,6,1,1,0,0,3,6,0,0,20,0,1,1,0,4,0,6,6,1,20,9400,84500,0,270,0,1,1,5621.25
3,6,1,2,2000,0,0,2,0,1,34,2,0,6,0,4,1,8,6,1,65,55000,75000,0,494,0,1,1,7677.75
3,6,1,2,2000,0,0,2,0,0,30,2,0,6,0,3,0,10,6,1,15,20000,75000,0,494,0,1,1,7677.75
3,6,1,2,1300,0,0,1,0,1,19,2,0,4,0,5,1,6,6,0,0,0,0,0,1,0,1,1,7555.75
3,6,1,2,1300,0,0,1,0,1,20,2,0,4,0,5,1,6,6,0,0,0,0,0,1,0,1,1,7555.75
3,6,1,2,300,0,2,5,0,0,22,2,0,7,1,4,0,7,6,0,0,0,115000,0,412,0,1,1,3083.25
3,6,1,0,0,0,0,1,0,0,19,2,0,1,0,3,1,5,5,0,0,0,0,0,0,0,2,1,0
3,6,1,2,2100,0,2,1,0,1,31,2,0,1,0,3,1,8,6,1,8,300,300,0,3,0,1,1,5747.5
3,6,1,0,0,0,0,1,0,1,18,2,0,4,0,3,1,6,6,0,0,0,0,0,0,0,1,1,0
3,6,1,1,0,0,2,5,3,1,55,0,2,1,2,5,1,7,7,0,0,0,74200,0,260,0,1,1,2978.25
3,6,1,1,0,0,2,5,0,1,19,2,0,1,2,4,1,8,7,0,0,0,74200,0,260,0,1,1,2978.25
3,6,1,2,0,0,3,3,0,1,45,0,1,6,0,5,1,6,5,0,0,0,93800,0,501,0,1,1,3128.25
3,6,1,2,0,0,3,3,0,1,41,2,0,6,0,5,0,6,6,0,0,1000,93800,0,501,0,1,1,3128.25
3,6,1,1,0,0,4,4,0,1,26,2,0,4,0,5,0,8,6,1,40,22000,75000,0,319,0,1,1,695
3,6,1,1,0,0,3,4,0,0,21,2,0,6,0,4,0,7,6,1,30,11500,97700,0,413,0,1,1,2798.25
3,6,1,2,1200,0,1,1,0,1,25,2,0,1,0,3,1,10,6,1,65,26000,26000,0,219,0,1,1,5151.5
3,6,1,1,0,0,2,4,2,0,54,0,1,1,0,3,1,10,6,1,50,70000,90000,0,393,0,1,1,3058.25
3,6,1,1,0,0,4,4,2,1,56,0,1,6,2,4,1,10,7,1,40,48000,1.00E+05,0,419,0,1,1,4400.75
3,6,1,1,0,0,4,4,0,1,21,2,0,6,0,3,1,6,6,0,0,0,1.00E+05,0,419,0,1,1,4400.75
3,6,1,1,0,0,2,3,1,1,52,0,3,1,0,3,1,10,7,0,0,13200,89470,0,493,0,2,1,6946.25
3,6,1,2,1100,0,1,1,0,1,28,1,1,1,0,3,1,8,6,1,40,48000,48000,0,403,0,1,1,7885.75
3,8,0,1,0,1,2,3,1,1,46,0,1,1,0,3,1,8,6,1,45,17800,26200,0,143,0,1,1,3485.75
3,8,0,1,0,0,5,4,0,1,20,2,0,1,0,3,1,7,6,1,20,6800,110100,0,460,0,1,1,8244.75
3,8,1,0,0,0,0,1,0,0,21,2,0,1,0,3,1,7,6,1,20,22000,0,0,0,0,1,1,0
3,8,0,0,0,0,0,1,0,0,19,2,0,1,0,3,1,6,6,0,60,3000,0,0,0,0,1,1,0
3,8,1,1,0,0,2,2,0,0,49,0,2,1,0,3,1,10,7,1,55,47000,67800,0,444,0,1,1,9993
3,8,1,1,0,0,6,4,2,1,34,0,1,1,0,3,1,8,6,1,20,11600,46600,0,201,0,1,1,3728.25
3,8,1,1,0,0,4,3,0,0,21,2,0,1,0,3,1,8,6,1,15,2000,181000,0,501,0,1,1,3415.75
3,8,1,1,0,0,2,3,1,1,27,0,1,1,0,3,1,8,6,1,45,75000,171000,0,501,0,1,1,3338.25
3,8,1,1,0,0,1,2,1,1,50,1,1,1,0,3,1,11,7,1,40,24000,24000,0,152,0,1,1,2998.25
3,8,0,1,0,0,3,3,0,1,21,2,0,1,0,3,1,6,6,1,40,12000,117000,0,501,0,1,1,6016.5
3,8,1,0,0,0,0,1,0,1,19,2,0,1,0,3,1,6,6,0,20,400,0,0,0,0,1,1,0
3,8,1,2,1100,0,3,4,2,1,37,0,3,1,0,3,1,8,6,1,40,22400,72400,0,314,1,1,2,5426.25
3,8,1,1,0,0,3,4,1,1,53,0,3,1,0,3,1,11,7,1,40,184000,267600,0,501,0,1,1,3508.25
3,8,0,1,0,0,3,4,0,1,19,2,0,1,0,3,1,7,6,1,20,2600,60600,0,255,0,1,1,5211.5
3,8,1,1,0,1,5,3,1,0,31,0,1,1,0,3,1,8,6,1,40,49100,61100,0,336,4,1,2,3188.25
3,8,1,0,0,0,0,1,0,1,19,2,0,1,0,3,1,8,6,2,25,2500,0,0,0,0,1,1,0
3,8,1,2,600,0,2,4,2,1,30,0,1,1,0,3,1,7,6,2,0,0,50000,0,217,0,1,1,5747.5
3,8,1,2,1300,0,1,4,2,0,31,0,1,8,0,4,0,10,7,0,0,66000,66000,0,283,0,1,1,2871.25
3,8,1,0,0,0,0,1,0,1,18,2,0,1,0,3,1,6,6,1,20,2010,0,0,0,0,1,1,0
3,8,0,1,0,0,3,3,1,1,27,0,1,1,0,3,1,11,7,1,40,32000,72000,0,392,0,1,1,2823.25
3,8,1,1,0,0,4,3,0,0,25,2,0,1,0,3,1,10,7,1,60,44000,150600,0,501,0,1,1,7914.75
3,8,0,2,1500,1,3,7,0,0,20,2,0,8,0,3,1,6,6,0,15,1900,79710,0,221,0,1,1,6616.5
3,8,0,2,1500,1,3,7,0,1,18,2,0,8,0,3,1,6,5,0,0,0,79710,0,221,0,1,1,6616.5
3,8,0,2,1600,0,2,2,0,0,27,0,1,1,0,3,1,11,7,0,35,25000,40000,0,261,0,1,1,5266.5
3,8,0,2,800,0,1,2,1,1,22,2,0,1,0,3,1,7,6,1,40,23000,23000,0,146,0,1,1,2840.75
3,8,1,1,0,0,3,4,2,1,62,0,1,1,0,3,1,7,6,1,55,60000,87800,0,373,0,1,1,5746.5
3,8,1,1,0,0,3,4,0,1,25,2,0,1,0,3,1,7,6,1,38,5000,87800,0,373,0,1,1,5746.5
3,8,0,1,0,0,2,4,2,1,31,0,1,1,0,3,1,8,6,1,30,25000,115000,0,499,0,1,1,3473.25
3,8,1,1,0,0,0,6,0,1,21,2,0,1,0,3,1,6,6,1,12,1000,85000,0,266,0,1,1,3373.25
3,8,1,2,1000,0,2,1,0,0,28,2,0,1,0,3,1,10,7,1,45,61000,61000,0,501,0,1,1,7617.75
0,9,1,2,370,0,1,1,0,1,80,1,1,1,2,5,1,6,6,0,0,15400,15400,0,142,0,2,1,9996
0,9,1,0,0,0,0,1,0,0,19,2,0,1,0,3,1,6,6,1,6,1200,0,0,0,0,1,1,0
0,9,1,1,0,0,2,2,0,1,27,0,1,1,0,3,0,11,7,1,40,10000,60000,0,394,0,1,1,5128.25
0,9,1,1,0,0,3,3,0,0,25,2,0,1,0,3,1,7,6,0,0,1600,167320,0,501,0,1,1,3803.25
0,9,1,1,0,0,3,3,0,0,22,2,0,1,0,3,1,6,6,2,8,400,100600,0,501,0,1,1,3313.25
0,9,1,1,0,0,3,3,0,0,18,2,0,1,0,3,1,6,5,1,15,400,100600,0,501,0,1,1,3313.25
0,9,1,2,550,1,0,1,0,0,51,1,1,1,0,4,1,7,6,0,0,13500,13500,0,115,1,1,1,5507.5
0,9,1,2,1100,0,2,5,3,1,28,0,1,1,0,3,1,7,6,0,0,0,51000,0,186,0,1,1,5657.5
0,9,1,0,0,0,0,1,0,1,21,2,0,7,0,3,1,7,6,1,25,4000,0,0,0,0,1,1,0
0,9,1,1,0,0,4,3,0,1,21,2,0,1,0,3,1,6,6,1,30,11000,87500,0,488,0,1,1,5996.5
0,9,1,0,0,0,0,1,0,1,20,2,0,1,0,5,1,7,6,1,40,11700,0,0,0,1,1,1,0
0,9,1,1,0,1,2,1,0,1,21,2,0,2,0,3,0,8,6,1,30,15600,15600,0,132,0,1,1,6071.5
0,9,1,1,0,1,2,3,1,1,31,2,0,1,0,4,1,10,7,1,14,14700,48600,0,268,0,1,1,3550.75
0,9,1,1,0,0,3,3,0,1,21,2,0,1,0,3,1,6,6,1,30,12000,75000,0,418,0,1,1,3243.25
0,9,1,1,0,0,3,3,1,1,70,0,1,1,0,3,1,8,6,1,40,84000,186700,0,501,0,1,1,6431.25
0,9,1,1,0,0,3,3,0,1,39,2,0,1,0,3,0,8,6,2,32,54300,186700,0,501,0,1,1,6431.25
0,9,0,2,650,0,2,3,0,0,19,2,0,1,0,3,0,6,6,2,0,0,54000,0,301,0,1,1,5507.5
0,9,1,1,0,0,2,4,0,1,19,2,0,1,0,3,1,7,6,1,10,4000,184000,0,501,0,1,1,3675.75
0,9,1,1,0,0,2,3,0,1,18,2,0,1,0,3,1,5,5,0,35,1500,359300,0,501,0,1,1,6596.5
0,9,1,1,0,0,3,4,0,1,21,2,0,1,0,4,1,10,7,0,10,4000,32800,0,136,0,1,1,640
0,9,1,1,0,0,4,4,0,1,20,2,0,1,0,3,1,6,6,1,25,12500,168500,0,501,0,1,1,6071.5
0,9,1,0,0,0,0,1,0,1,18,2,0,6,0,4,1,6,6,1,22,5900,0,0,0,0,1,1,0
0,9,1,2,400,1,1,6,4,1,38,0,1,2,0,3,0,5,5,0,0,0,2900,0,9,0,1,1,5777.5
0,9,1,2,400,1,1,6,0,1,18,2,0,2,0,3,1,5,5,2,0,0,2900,0,9,0,1,1,5777.5
0,9,1,1,0,0,3,4,0,0,18,2,0,1,0,3,1,6,6,1,11,1000,225000,0,501,0,1,1,6896.5
0,9,1,2,800,0,2,1,0,1,21,2,0,1,0,3,1,6,6,1,35,10900,10900,0,92,0,1,1,3073.25
0,9,1,2,90,1,2,5,4,1,30,2,0,1,0,4,1,7,6,1,10,12000,12000,0,45,0,1,1,9993
0,9,1,2,700,0,2,6,0,0,21,2,0,1,0,4,1,7,6,0,20,8000,63000,0,202,0,1,1,3308.25
0,9,1,0,0,0,0,1,0,0,20,2,0,1,0,3,1,7,6,0,16,530,0,0,0,0,1,1,0
0,9,0,2,400,1,1,5,4,1,36,2,0,1,0,3,1,7,6,1,16,5000,5000,0,18,0,1,1,5597.5
0,9,1,1,0,0,2,1,0,0,20,2,0,7,1,4,0,5,5,0,0,0,0,0,1,0,1,1,4018.25
0,9,1,0,0,0,0,1,0,1,18,2,0,1,0,3,1,6,6,0,10,3700,0,0,0,0,1,1,0
0,9,1,1,0,0,3,3,0,0,25,2,0,1,0,3,1,11,7,1,20,8800,183800,0,501,0,1,1,3278.25
0,9,1,1,0,0,3,4,0,1,20,2,0,1,0,4,1,7,6,1,15,5000,77700,0,333,0,1,1,3563.25
0,9,1,0,0,0,0,1,0,0,21,2,0,1,0,3,1,7,6,0,10,600,0,0,0,0,1,1,0
0,9,1,2,480,0,0,4,0,1,19,2,0,7,0,4,0,6,6,1,30,9500,29500,0,127,0,1,1,9996
0,9,1,2,730,1,1,2,0,0,20,2,0,2,0,3,1,5,5,2,0,0,0,0,1,0,1,1,1750
2,10,1,2,700,0,2,2,0,1,26,0,1,1,0,3,1,10,7,1,40,22000,52000,0,345,0,1,1,7855.75
2,10,1,2,700,0,2,2,0,0,26,0,1,1,0,3,1,7,6,1,48,30000,52000,0,345,0,1,1,7855.75
2,10,1,1,0,0,2,2,0,1,35,0,1,1,0,3,1,8,6,1,40,16800,68800,0,451,0,1,1,1065
2,10,1,1,0,0,2,4,0,1,18,2,0,7,0,6,1,5,5,1,8,5000,78000,0,331,0,1,1,6596.5
2,10,1,1,0,0,3,6,2,1,25,0,1,1,0,3,1,4,5,2,0,0,80500,0,253,0,1,1,3028.25
2,10,1,2,760,1,1,1,0,0,25,2,0,1,0,3,1,10,7,1,30,18000,18000,0,151,0,1,1,9997
2,11,1,2,850,0,0,2,0,0,26,2,0,2,0,3,0,6,6,2,40,30000,43000,0,282,0,1,1,7674.75
2,11,1,2,1900,0,2,1,0,1,24,2,0,1,0,3,1,10,7,1,40,60000,60000,0,501,0,1,1,9996
2,11,1,0,0,0,0,1,0,1,20,2,0,1,1,3,1,7,6,0,30,2000,0,0,0,0,1,1,0
2,11,1,1,0,0,2,2,0,1,28,0,1,1,0,3,1,10,6,1,40,55000,195000,0,501,0,1,1,5297.5
2,11,1,1,0,0,2,3,1,0,36,0,1,1,0,3,1,11,7,1,40,69000,87000,0,471,0,1,1,3308.25
2,11,1,1,0,0,3,3,0,1,18,2,0,6,0,4,1,6,5,1,10,1700,242220,0,501,0,1,1,5477.5
2,12,1,2,540,0,2,2,0,1,29,0,1,1,0,3,1,10,7,1,40,25000,25000,0,163,0,1,1,7855.75
2,12,1,2,540,0,2,2,0,0,30,0,1,1,0,3,1,10,7,0,0,0,25000,0,163,0,1,1,7855.75
2,12,1,0,0,0,0,1,0,1,18,2,0,1,2,4,1,7,6,0,38,3000,0,0,0,0,1,1,0
2,12,1,1,0,0,4,4,0,0,26,2,0,1,0,3,1,8,6,1,35,13940,125690,0,501,0,1,1,3568.25
2,12,1,2,680,0,2,1,0,1,26,2,0,1,0,3,0,8,6,1,30,9800,9800,0,83,0,1,1,7735.75
2,12,1,2,680,0,2,1,0,0,31,1,1,1,0,4,1,7,6,1,50,45000,45000,0,381,0,1,1,7735.75
2,12,1,0,0,0,0,1,0,0,18,2,0,1,0,3,1,6,6,0,0,0,0,0,0,0,1,1,0
2,12,1,2,1500,0,1,4,0,0,18,2,0,2,0,3,0,4,5,0,0,0,56000,0,243,0,1,1,5411.5
2,12,1,2,790,0,1,3,1,1,56,0,1,2,0,3,0,10,6,1,40,17700,26500,0,149,0,1,1,7765.75
2,12,1,2,790,0,1,3,0,1,18,2,0,2,0,4,0,5,5,2,35,2300,26500,0,149,0,1,1,7765.75
2,12,1,2,0,1,1,1,0,1,47,1,2,1,2,4,1,6,6,2,0,12000,12000,0,102,0,1,1,5393.75
2,12,1,2,750,0,1,1,0,0,21,2,0,1,0,3,1,7,6,2,0,0,0,0,1,0,1,1,9995
2,12,1,1,0,0,4,3,0,1,18,2,0,1,2,4,1,6,5,2,0,2300,134800,0,501,0,2,1,5521.5
2,12,0,2,0,0,2,6,4,1,32,0,1,2,0,3,1,10,7,0,0,0,38000,0,125,0,1,1,5641.5
2,12,1,2,1300,0,2,5,3,0,32,0,2,1,2,4,1,7,6,1,60,50000,93600,0,343,0,1,1,7885.75
2,12,1,2,1300,0,2,5,3,1,27,0,2,1,0,4,1,8,6,1,40,43600,93600,0,343,1,1,1,7885.75
2,12,1,1,0,1,3,6,0,1,22,0,1,2,0,3,1,7,6,2,4,2500,42400,0,131,0,1,1,4673.25
2,12,1,1,0,1,3,6,2,1,20,2,0,2,0,3,0,7,6,2,23,8900,42400,0,131,0,1,1,4673.25
2,12,1,1,0,0,1,2,0,0,73,0,1,1,0,3,1,11,7,0,0,66800,66800,0,489,1,1,1,3168.25
2,12,1,1,0,0,1,2,0,1,70,0,1,1,0,3,1,11,7,0,0,0,66800,0,489,0,1,1,3168.25
2,12,1,1,0,0,3,3,0,1,26,2,0,1,0,3,1,8,6,1,28,20000,114000,0,501,0,1,1,2908.25
2,12,1,1,0,1,2,3,1,1,26,2,0,1,0,5,1,10,6,1,21,13000,23400,0,128,0,1,1,3203.25
2,12,1,1,0,1,1,1,0,1,26,2,0,2,0,3,0,7,6,1,30,10200,10200,0,86,0,1,1,6094
2,12,1,1,0,1,6,8,0,0,24,2,0,6,2,4,0,11,7,0,0,0,99600,0,235,0,1,1,6076.5
2,12,1,1,0,1,6,8,0,1,18,2,0,6,2,4,1,6,6,1,15,6000,99600,0,235,0,1,1,6076.5
2,12,0,0,0,0,0,1,0,1,31,1,1,1,0,3,0,5,5,0,0,0,0,0,0,0,1,1,0
2,12,1,2,2000,0,2,1,0,1,26,2,0,1,0,3,1,10,7,1,40,62000,62000,0,501,0,1,1,9993
2,12,1,1,0,0,1,1,0,1,47,1,1,1,2,4,1,8,6,1,40,42000,42000,0,354,0,1,1,5491.5
2,12,1,2,1100,0,2,2,0,0,25,0,1,1,0,3,0,7,6,1,30,20000,45000,0,296,1,1,2,5371.5
2,12,0,1,0,0,2,3,0,0,19,2,0,1,0,3,1,5,5,0,0,8000,63060,0,358,0,2,1,3248.25
2,12,1,2,660,0,2,1,0,1,20,2,0,1,1,4,1,7,6,1,28,12000,12000,0,100,0,1,1,5656.5
2,12,1,0,0,0,0,1,0,1,19,2,0,1,0,3,1,7,6,2,40,3000,0,0,0,0,1,1,0
2,12,1,0,0,0,0,1,0,1,19,2,0,1,0,3,1,6,6,0,0,0,0,0,0,0,1,1,0
2,12,1,1,0,1,3,3,0,1,21,2,0,2,0,3,0,7,6,1,32,13400,64400,0,361,0,1,1,5731.5
2,12,1,2,0,0,1,2,0,1,51,0,1,7,2,4,0,10,7,1,40,23400,113400,0,501,0,1,1,5771.5
2,12,1,2,820,0,2,3,1,1,26,0,1,1,0,3,1,10,7,2,40,21200,42200,0,232,0,1,1,5386.5
2,12,1,2,820,0,2,3,1,0,25,0,1,1,0,3,1,7,6,1,60,21000,42200,0,232,1,1,2,5386.5
2,12,1,0,0,1,0,1,0,0,59,1,1,2,0,3,0,6,6,2,20,1600,0,0,13,0,1,1,0
2,12,1,0,0,0,0,1,0,0,20,2,0,1,0,3,1,6,6,0,0,0,0,0,0,0,1,1,0
2,12,1,1,0,0,4,4,1,0,23,2,0,1,0,3,1,6,6,1,25,5000,117000,0,494,0,1,1,5576.5
2,12,1,2,530,0,3,3,1,1,22,0,1,1,0,3,1,6,6,0,20,5300,29300,0,160,0,1,1,5374
2,12,1,1,0,0,4,4,0,1,19,2,0,1,0,3,1,6,6,0,10,170,63170,0,266,0,1,1,8094.5
2,12,1,1,0,0,2,2,0,1,52,0,2,1,0,3,1,11,7,0,38,32200,57200,0,379,0,1,1,5544
2,12,1,1,0,0,4,5,3,0,50,0,2,1,0,3,1,10,7,1,52,90000,115000,0,404,0,1,1,8694.75
2,12,1,1,0,0,4,5,0,0,19,2,0,1,0,3,1,6,6,1,5,3000,115000,0,404,0,1,1,8694.75
2,12,1,1,0,0,4,5,0,0,18,2,0,1,0,3,1,5,5,0,4,2000,115000,0,404,0,1,1,8694.75
2,12,1,1,0,1,1,3,2,1,38,1,1,2,2,3,0,8,6,2,0,0,0,0,1,0,1,1,5581.5
2,12,0,1,0,0,3,2,1,0,31,1,1,2,0,3,1,8,6,1,40,32000,32000,0,204,1,1,2,5416.5
2,12,1,0,0,0,0,1,0,0,19,2,0,1,0,3,0,7,6,0,0,0,0,0,0,0,1,1,0
2,12,1,2,1000,0,4,1,0,1,23,2,0,1,0,3,1,10,6,1,30,12000,12000,0,101,0,1,1,8034.75
2,12,1,2,1000,0,4,1,0,1,23,2,0,1,0,3,1,10,7,0,36,8900,8900,0,75,0,1,1,8034.75
2,12,1,2,800,0,1,1,0,0,47,0,1,2,0,6,0,8,6,2,0,0,0,0,1,0,1,1,5634
2,12,1,2,680,0,1,2,1,1,37,1,1,2,0,5,1,6,6,1,35,30600,30600,0,195,0,1,1,7855.75
2,12,1,1,0,0,2,4,2,0,40,0,2,1,0,4,1,7,6,1,45,35000,1.00E+05,0,434,0,1,1,5944
2,12,1,1,0,0,2,4,2,1,37,0,1,1,2,4,1,8,6,1,40,65000,1.00E+05,0,434,0,1,1,5944
2,12,1,0,0,0,0,1,0,1,18,2,0,2,0,3,1,6,6,0,0,0,0,0,0,0,1,1,0
2,12,1,0,0,0,0,1,0,0,19,2,0,1,0,3,1,5,5,0,0,8100,0,0,68,0,2,1,0
2,12,1,1,0,0,1,4,0,0,20,2,0,1,0,3,1,7,6,0,0,4500,29500,0,123,0,1,1,5726.5
2,12,1,1,0,0,1,1,0,0,41,2,0,0,2,3,1,7,6,1,60,46300,46300,0,395,0,1,1,7735.75
2,12,1,1,0,0,2,2,0,1,38,0,1,1,0,3,1,10,7,1,40,74000,172040,0,501,0,1,1,5604
2,12,1,2,1300,0,2,4,0,0,21,2,0,2,0,4,0,6,6,1,56,10600,20900,0,91,0,1,1,5526.5
2,12,1,0,0,0,0,1,0,1,20,2,0,1,0,4,0,7,6,0,50,26400,0,0,0,0,1,1,0
2,12,1,1,0,0,2,2,0,1,22,2,0,1,0,3,0,7,6,2,20,1500,56500,0,372,0,1,1,5644
2,12,1,2,600,0,1,1,0,0,25,2,0,1,0,4,0,5,5,1,45,20000,20000,0,167,0,1,1,7855.75
2,12,1,0,0,0,0,1,0,1,20,2,0,2,0,3,1,7,6,0,40,12000,0,0,0,0,1,1,0
2,12,1,2,160,1,0,5,3,1,29,2,0,2,0,3,1,6,6,2,0,4400,10400,4400,38,0,1,1,2948.25
2,12,1,2,880,1,2,1,0,0,21,2,0,1,0,5,0,7,6,1,20,9000,9000,0,76,0,1,1,7854.75
2,12,1,0,0,0,0,1,0,0,21,2,0,4,0,5,1,6,6,0,0,0,0,0,0,0,1,1,0
2,12,1,1,0,0,2,1,0,1,24,2,0,1,0,3,0,10,6,0,30,4000,4000,0,34,0,1,1,3463.25
2,12,1,1,0,1,1,1,0,0,54,2,0,1,2,4,1,6,6,2,40,14850,14850,0,125,0,1,1,7765.75
2,12,1,1,0,0,3,3,0,1,23,2,0,1,0,3,1,7,6,0,0,0,207800,0,501,0,1,1,5736.5
2,12,1,0,0,0,0,1,0,1,19,2,0,1,0,3,1,6,6,1,15,3500,0,0,0,0,1,1,0
2,12,1,1,0,0,3,4,0,1,22,2,0,1,2,4,0,7,6,1,25,12000,104200,0,439,0,1,1,5456.5
2,12,1,0,0,0,0,1,0,1,18,2,0,1,0,3,1,6,6,0,0,0,0,0,0,0,1,1,0
2,12,1,2,700,0,1,1,0,1,33,2,0,2,2,3,1,8,6,1,45,27300,27300,0,232,0,1,1,7675.75
2,12,1,0,0,0,0,1,0,0,19,2,0,1,0,3,1,7,6,0,0,0,0,0,0,0,1,1,0
2,12,1,1,0,0,2,4,1,1,32,2,0,1,0,3,1,7,6,1,46,39000,126000,0,501,0,1,1,6781.5
2,12,1,1,0,0,2,4,2,1,40,0,2,2,0,3,1,8,6,1,40,43000,63000,0,276,0,1,1,5339
2,12,1,1,0,0,0,3,0,0,22,2,0,1,0,3,1,8,6,0,40,4000,294000,0,501,0,1,1,3868.25
2,12,1,1,0,0,1,2,1,1,33,2,0,1,0,3,1,11,7,0,0,0,0,0,1,0,1,1,5746.5
2,12,1,2,0,0,3,4,0,0,18,2,0,1,0,3,1,5,5,1,10,1000,65000,0,277,0,1,1,3263.25
2,12,1,2,270,0,1,3,1,0,24,0,1,8,0,5,1,8,6,1,40,30000,30000,0,165,0,1,1,5221.5
2,12,1,2,830,0,2,2,0,0,26,0,1,1,0,3,0,10,7,1,35,22000,39000,0,255,0,1,1,5836.5
2,12,1,1,0,0,1,2,0,1,48,0,1,1,0,6,1,11,7,0,0,0,83000,0,501,0,1,1,5446.5
2,12,0,1,0,0,4,4,0,0,24,2,0,1,0,3,1,6,6,0,35,600,134600,0,501,0,1,1,6046.5
2,12,1,1,0,1,1,3,2,1,25,2,0,2,0,3,1,7,6,0,0,0,0,0,1,0,1,1,5651.5
2,12,1,1,0,0,2,3,0,0,19,2,0,0,0,3,1,7,6,1,27,12000,84000,0,471,0,1,1,6261.5
2,12,1,1,0,0,2,3,0,1,19,2,0,8,0,3,1,7,6,1,15,7000,84000,0,471,0,1,1,6261.5
2,12,1,0,0,0,0,1,0,1,21,2,0,1,0,3,1,7,6,0,0,0,0,0,0,0,1,1,0
2,12,1,0,0,0,0,1,0,1,19,2,0,2,0,3,1,6,6,0,60,8400,0,0,0,0,1,1,0
2,12,1,0,0,0,0,1,0,0,51,1,2,1,0,3,1,7,6,0,0,0,0,0,0,1,1,2,0
2,12,1,2,1300,0,3,3,0,1,23,2,0,1,0,4,1,10,7,1,40,29400,67900,0,379,0,1,1,5301.5
2,12,1,0,0,0,0,1,0,0,19,2,0,1,0,3,1,7,6,0,0,0,0,0,0,0,1,1,0
2,12,1,1,0,0,2,2,0,0,32,0,1,1,0,3,1,10,7,1,60,85000,1.00E+05,0,501,1,1,1,5604
2,12,1,2,800,0,1,1,0,0,21,2,0,7,0,4,1,6,6,1,36,14000,14000,0,119,0,1,1,7887.75
2,12,1,1,0,0,3,4,0,1,24,2,0,8,0,3,1,10,7,1,20,6000,228000,0,501,0,1,1,6111.5
2,12,1,2,1400,0,2,4,0,1,18,2,0,1,0,4,1,4,5,0,0,0,70000,0,294,0,1,1,5691.5
2,12,1,1,0,0,3,3,1,1,57,0,1,1,0,3,1,8,6,1,35,23000,166000,0,501,0,1,1,5746.5
2,12,1,1,0,0,3,3,0,1,22,2,0,1,0,3,1,10,6,0,0,0,166000,0,501,0,1,1,5746.5
2,12,0,1,0,0,2,1,0,1,55,1,1,1,1,3,1,7,6,2,10,5500,5500,0,47,0,1,1,5561.5
2,12,1,1,0,0,2,2,0,1,25,0,1,1,0,3,1,10,7,1,40,34000,69000,0,453,0,1,1,5559
2,12,1,2,1000,1,3,1,0,1,23,2,0,1,2,4,1,10,6,2,40,30000,30000,0,254,0,1,1,5641.5
2,12,1,2,450,0,2,1,0,0,19,2,0,1,0,3,1,7,6,0,15,1030,1030,0,8,0,1,1,9995
2,12,1,2,450,0,2,1,0,1,18,2,0,1,0,3,1,6,6,1,20,3000,3000,0,25,0,1,1,9995
2,12,1,1,0,0,3,3,0,1,21,2,0,8,0,3,1,8,7,2,0,0,82000,0,463,0,1,1,5616.5
2,12,1,1,0,0,1,3,0,1,30,2,0,1,0,4,0,11,7,1,40,26600,185500,0,501,0,1,1,5386.25
2,12,1,1,0,0,1,3,0,0,26,2,0,1,0,4,0,7,6,1,40,104500,185500,0,501,0,1,1,5386.25
