"","REGION","STATEFIP","METRO","OWNERSHP","RENT","FOODSTMP","VEHICLES","FAMSIZE","NCHILD","SEX","AGE","MARST","MARRNO","RACE","CITIZEN","SPEAKENG","HCOVANY","EDUC","GRADEATT","EMPSTAT","UHRSWORK","INCTOT","FTOTINC","INCWELFR","POVERTY","VETDISAB","DIFFREM","VETSTAT","UTILITIES","HHINCOME"
"28","2",1,"0",1,0,"0",3,"4",0,"0",19,"0",0,"1","0","1","0",7,6,"1",40,6000,123000,0,"1","0",1,1,5926.5,NA
"29","2",1,"0",2,650,"0",3,"4",0,"0",18,"0",0,"2","0","1","0",6,5,"1",12,1000,17000,0,"0","0",1,1,3875.75,NA
"30","2",1,"0",0,0,"0",0,"1",0,"0",18,"0",0,"1","0","1","0",7,6,"1",10,5304,0,0,"0","0",1,1,0,NA
"31","2",1,"0",1,0,"0",0,"4",0,"0",23,"0",0,"1","0","1","0",6,6,"1",45,21000,101000,0,"1","0",1,1,5731.5,NA
"32","2",1,"0",1,0,"0",0,"4",0,"0",19,"0",0,"1","0","1","0",6,6,"1",12,2000,101000,0,"1","0",1,1,5731.5,NA
"33","2",1,"0",1,0,"0",2,"1",0,"0",50,"0",2,"2","0","1","0",7,6,"0",0,0,0,0,"0","0",1,1,3458.25,NA
"34","2",1,"0",2,350,"0",3,"3",0,"0",20,"0",0,"1","0","1","0",7,6,"1",37,10000,23000,0,"1","0",1,1,3248.25,NA
"35","2",1,"0",1,0,"0",1,"3",1,"0",20,"0",0,"2","0","1","0",6,6,"0",40,20000,62000,0,"1","0",1,1,3323.25,NA
"36","2",1,"0",1,0,"0",1,"2",0,"0",26,"0",0,"2","0","1","0",6,6,"1",40,49800,101800,0,"1","0",1,1,3505.75,NA
"37","2",1,"0",0,0,"0",0,"1",0,"0",19,"0",0,"1","0","1","0",7,6,"1",20,3000,0,0,"0","0",1,1,0,NA
"38","2",1,"0",1,0,"0",2,"3",1,"0",21,"0",1,"1","0","1","0",8,6,"1",42,44000,58000,0,"1","0",1,1,2980.75,NA
"39","2",1,"0",1,0,"0",3,"2",0,"0",48,"0",1,"2","0","1","0",8,6,"1",38,21900,21900,0,"1","0",1,1,3038.25,NA
"40","2",5,"0",2,770,"0",1,"1",0,"0",38,"0",1,"2","0","1","0",7,6,"2",35,11000,11000,0,"0","0",1,2,8035.75,NA
"41","2",5,"0",2,770,"0",1,"1",0,"0",38,"0",1,"2","0","1","0",10,7,"1",40,41000,41000,0,"1","0",1,1,8035.75,NA
"42","2",5,"0",1,0,"0",2,"2",0,"0",23,"0",0,"1","0","1","0",6,6,"0",0,0,50,0,"0","0",1,1,3398.25,NA
"43","2",5,"0",1,0,"0",3,"3",0,"0",18,"0",0,"1","0","1","0",6,5,"1",12,1800,69320,0,"1","0",1,1,5541.5,NA
"44","2",5,"0",2,500,"0",1,"1",0,"0",57,"0",1,"1","0","1","0",8,6,"1",32,7500,7500,0,"0","1",1,2,2905.75,NA
"45","2",5,"0",0,0,"0",0,"1",0,"0",21,"0",0,"2","0","1","0",6,6,"0",0,0,0,0,"0","0",1,1,0,NA
"46","2",5,"0",0,0,"0",0,"1",0,"0",19,"0",0,"1","0","1","0",7,6,"1",36,3000,0,0,"0","0",1,1,0,NA
"47","2",5,"0",0,0,"0",0,"1",0,"0",18,"0",0,"2","0","1","0",6,6,"0",20,1000,0,0,"0","0",1,1,0,NA
"48","2",5,"0",1,0,"0",2,"2",0,"0",18,"0",0,"1","0","1","0",6,5,"0",0,0,64000,0,"1","0",1,1,5321.25,NA
"49","2",5,"0",1,0,"0",1,"1",0,"0",49,"0",1,"1","0","1","0",6,6,"2",0,0,0,0,"0","0",1,1,3550.75,NA
"50","2",5,"0",2,1000,"0",3,"2",0,"0",21,"0",0,"1","0","1","0",7,6,"1",5,3500,66500,0,"1","0",1,1,3080.75,NA
"51","2",5,"0",0,0,"0",0,"1",0,"0",20,"0",0,"1","0","1","0",7,6,"0",0,0,0,0,"0","0",1,1,0,NA
"52","2",5,"0",2,600,"0",2,"3",1,"0",36,"0",1,"2","0","1","0",10,7,"1",40,50000,50000,0,"1","0",1,1,7855.75,NA
"53","2",5,"0",1,0,"0",5,"4",0,"0",19,"0",0,"1","0","1","0",6,6,"2",40,5000,80800,0,"1","0",1,1,935,NA
"54","2",5,"0",2,0,"0",1,"3",2,"0",33,"0",2,"1","0","1","0",8,6,"2",0,6600,6600,0,"0","0",2,1,7674.75,NA
"55","2",5,"0",1,0,"0",2,"3",1,"0",34,"0",0,"2","0","1","0",7,6,"1",40,35000,90000,0,"1","0",1,1,4358.25,NA
"56","2",5,"0",0,0,"0",0,"1",0,"0",19,"0",0,"1","0","1","0",6,6,"0",15,1000,0,0,"0","0",1,1,0,NA
"57","2",5,"0",0,0,"0",0,"1",0,"0",18,"0",0,"1","0","1","0",6,6,"0",0,0,0,0,"0","0",1,1,0,NA
"58","2",5,"0",2,410,"0",1,"2",0,"0",20,"0",0,"6","0","1","0",8,6,"1",5,900,1400,0,"0","0",1,1,5309,NA
"59","2",5,"0",2,410,"0",1,"2",0,"0",18,"0",0,"6","0","1","0",6,6,"0",6,500,1400,0,"0","0",1,1,5309,NA
"60","2",5,"0",1,0,"0",4,"6",0,"0",18,"0",0,"1","0","1","0",5,5,"1",20,4000,82000,0,"1","0",1,1,6076.5,NA
"61","2",5,"0",1,0,"0",4,"6",0,"0",18,"0",0,"1","0","1","0",5,5,"1",20,4000,82000,0,"1","0",1,1,6076.5,NA
"62","2",5,"0",1,0,"0",1,"1",0,"0",30,"0",1,"1","0","1","0",8,6,"1",40,49100,49100,0,"1","0",1,1,5434,NA
"63","2",10,"0",1,0,"0",3,"1",0,"0",47,"0",1,"1","0","1","0",8,6,"1",40,34000,34000,0,"1","0",1,1,6044,NA
"64","2",10,"0",2,800,"0",2,"1",0,"0",22,"0",0,"1","0","1","0",7,6,"0",0,20,20,0,"0","0",1,1,2638.25,NA
"65","2",10,"0",2,800,"0",2,"1",0,"0",22,"0",0,"1","0","1","0",7,6,"1",20,11600,11600,0,"1","0",1,1,2638.25,NA
"66","2",10,"0",2,830,"0",3,"3",0,"0",18,"0",0,"1","0","1","0",6,5,"1",12,5340,44440,0,"1","0",1,1,3533.25,NA
"67","2",10,"0",0,0,"0",0,"1",0,"0",19,"0",0,"2","0","1","0",7,6,"0",5,2000,0,0,"0","0",1,1,0,NA
"68","2",10,"0",1,0,"0",2,"4",0,"0",19,"0",0,"1","0","1","0",7,6,"1",30,12000,122000,0,"1","0",1,1,5896.5,NA
"69","2",10,"0",0,0,"0",0,"1",0,"0",18,"0",0,"2","0","1","0",6,6,"0",18,900,0,0,"0","0",1,1,0,NA
"70","2",10,"0",2,1100,"0",2,"3",0,"0",44,"0",1,"2","2","1","0",8,6,"1",8,10800,17400,0,"0","0",1,1,5459,NA
"71","2",11,"0",0,0,"0",0,"1",0,"0",21,"0",0,"1","0","1","0",8,6,"0",0,0,0,0,"0","0",1,1,0,NA
"72","2",11,"0",1,0,"0",1,"2",0,"0",18,"0",0,"2","0","1","0",7,6,"0",0,0,51900,0,"1","0",1,1,2715.75,NA
"73","2",11,"0",1,0,"0",1,"2",0,"0",18,"0",0,"2","0","1","0",5,5,"0",12,2000,52000,0,"1","0",1,1,4433.25,NA
"74","2",11,"0",1,0,"0",2,"3",0,"0",29,"0",1,"6","0","1","0",10,6,"1",40,43700,183700,0,"1","0",1,1,3045.75,NA
"75","2",11,"0",0,0,"0",0,"1",0,"0",20,"0",0,"1","2","1","0",6,6,"0",0,0,0,0,"0","0",1,1,0,NA
"76","2",11,"0",2,2900,"0",2,"1",0,"0",22,"0",0,"6","0","1","0",7,6,"1",25,12300,12300,0,"1","0",1,1,3773.25,NA
"77","2",11,"0",0,0,"0",0,"1",0,"0",19,"0",0,"2","1","1","0",7,6,"1",12,5600,0,0,"0","0",1,1,0,NA
"78","2",11,"0",0,0,"0",0,"1",0,"0",21,"0",0,"1","0","1","0",7,6,"0",6,230,0,0,"0","0",1,1,0,NA
"79","2",11,"0",1,0,"0",2,"1",0,"0",37,"0",0,"1","0","1","0",11,7,"1",40,84000,84000,0,"1","0",1,1,7706.75,NA
"80","2",11,"0",0,0,"0",0,"1",0,"0",19,"0",0,"1","0","1","0",7,6,"1",20,5000,0,0,"0","0",1,1,0,NA
"81","2",12,"0",2,740,"0",1,"3",0,"0",21,"0",0,"2","0","1","0",7,6,"1",32,8700,14900,0,"0","0",1,1,7976.75,NA
"82","2",12,"0",2,450,"0",4,"7",0,"0",19,"0",0,"2","0","1","0",7,6,"0",0,0,48800,0,"1","0",1,1,5656.5,NA
"83","2",12,"0",1,0,"0",3,"3",0,"0",20,"0",0,"1","0","1","0",6,6,"1",32,21600,78300,0,"1","0",1,1,8094.75,NA
"84","2",12,"0",2,800,"0",0,"3",1,"0",27,"0",1,"6","0","1","0",10,6,"0",30,23200,51200,0,"1","0",1,1,5534,NA
"85","2",12,"0",0,0,"0",0,"1",0,"0",19,"0",0,"2","0","1","0",6,6,"0",0,0,0,0,"0","0",1,1,0,NA
"86","2",12,"0",2,550,"0",2,"1",0,"0",30,"0",0,"1","0","1","0",8,6,"2",30,143000,143000,0,"1","0",1,1,5511.5,NA
"87","2",12,"0",2,1400,"0",2,"5",0,"0",18,"0",0,"2","0","1","0",5,5,"2",0,0,13970,0,"0","0",1,1,3415.75,NA
"88","2",12,"0",1,0,"0",1,"1",0,"0",47,"0",0,"2","0","1","0",10,6,"1",40,76200,76200,0,"1","0",1,1,7825.75,NA
"89","2",12,"0",1,0,"0",3,"3",0,"0",27,"0",0,"1","0","1","0",10,7,"0",60,14000,205000,0,"1","0",1,1,8274.75,NA
"90","2",12,"0",1,0,"0",1,"2",0,"0",78,"0",1,"1","2","1","0",6,6,"0",0,5900,27800,0,"1","0",1,1,7764.75,NA
"91","2",12,"0",1,0,"0",2,"1",0,"0",58,"0",1,"2","2","1","0",11,7,"1",10,10000,10000,0,"0","0",1,1,6446.5,NA
"92","2",12,"0",2,4,"0",1,"2",0,"0",26,"0",0,"2","0","1","0",6,6,"0",0,200,200,0,"0","0",1,1,2858.25,NA
"93","2",12,"0",1,0,"0",1,"2",0,"0",19,"0",0,"1","0","1","0",7,6,"0",0,0,340000,0,"1","0",1,1,6171.5,NA
"94","2",12,"0",2,530,"0",1,"1",0,"0",54,"0",0,"2","0","1","0",2,4,"1",32,29030,29030,0,"1","0",1,1,3878.25,NA
"95","2",12,"0",1,0,"0",3,"3",0,"0",18,"0",1,"1","0","1","0",5,5,"0",0,0,390004,0,"1","0",1,1,4073.25,NA
"96","2",12,"0",1,0,"0",1,"1",0,"0",66,"0",2,"1","0","1","0",8,6,"0",0,13000,13000,0,"1","0",1,1,5361.5,NA
"97","2",12,"0",2,760,"0",1,"2",1,"0",23,"0",0,"1","0","1","0",6,6,"1",40,20000,20000,0,"1","0",1,1,5344,NA
"98","2",12,"0",0,0,"0",0,"1",0,"0",18,"0",0,"2","0","1","0",6,6,"0",0,0,0,0,"0","0",1,1,0,NA
"99","2",12,"0",1,0,"0",2,"4",2,"0",43,"0",1,"2","2","1","0",11,7,"1",40,62000,87000,0,"1","0",1,1,8005.5,NA
"100","2",12,"0",1,0,"0",2,"4",2,"0",39,"0",1,"1","0","1","0",7,6,"2",0,11600,11940,0,"0","0",1,1,5679,NA
"101","2",12,"0",2,750,"0",1,"3",1,"0",26,"0",1,"1","0","1","0",6,6,"1",35,13010,30010,0,"1","0",1,1,2905.75,NA
"102","2",12,"0",0,0,"0",0,"1",0,"0",18,"0",0,"2","0","1","0",5,5,"2",25,3000,0,0,"0","0",1,1,0,NA
"103","2",12,"0",2,1600,"0",3,"5",0,"0",18,"0",0,"1","0","1","0",5,5,"0",0,0,92230,0,"1","0",1,1,5901.5,NA
"104","2",12,"0",1,0,"0",2,"2",0,"0",50,"0",1,"1","1","1","0",6,6,"0",0,100,95300,0,"1","0",1,1,5836.5,NA
"105","2",12,"0",1,0,"0",2,"3",1,"0",38,"0",1,"1","0","1","0",8,6,"0",0,0,75000,0,"1","0",1,1,5626.5,NA
"106","2",12,"0",1,0,"0",2,"2",0,"0",27,"0",0,"2","0","1","0",8,6,"1",8,970,18170,0,"1","0",1,1,5736.5,NA
"107","2",12,"0",1,0,"0",3,"5",0,"0",18,"0",0,"1","0","1","0",5,5,"1",15,110,42970,0,"1","0",1,1,8154.75,NA
"108","2",12,"0",1,0,"0",2,"4",0,"0",21,"0",0,"1","0","1","0",7,6,"1",15,5500,46000,0,"1","0",1,1,3138.25,NA
"109","2",12,"0",1,0,"0",2,"4",0,"0",19,"0",0,"1","0","1","0",6,6,"0",0,0,46000,0,"1","0",1,1,3138.25,NA
"110","2",12,"0",1,0,"0",1,"1",0,"0",73,"0",1,"1","0","1","0",8,6,"0",4,400,400,0,"0","0",1,1,7676.75,NA
"111","2",12,"0",1,0,"0",2,"2",0,"0",19,"0",0,"1","0","1","0",4,5,"1",35,1900,10870,0,"0","0",2,1,6347.5,NA
"112","2",12,"0",2,800,"0",1,"3",1,"0",21,"0",0,"2","0","1","0",5,5,"1",40,19300,19300,0,"1","0",1,1,5596.25,NA
"113","2",12,"0",1,0,"0",2,"3",0,"0",26,"0",0,"1","0","1","0",8,6,"1",39,19500,78500,0,"1","0",1,1,5686.5,NA
"114","2",12,"0",1,0,"0",2,"3",1,"0",38,"0",1,"1","0","1","0",6,6,"1",45,26000,56000,0,"1","0",1,1,5584,NA
"115","2",12,"0",1,0,"0",2,"2",0,"0",39,"0",1,"1","0","1","0",11,7,"1",60,44500,83500,7300,"1","1",1,2,5501.5,NA
"116","2",12,"0",2,700,"0",2,"2",0,"0",20,"0",0,"1","0","1","0",7,6,"0",15,380,60480,0,"1","0",1,1,5154,NA
"117","2",12,"0",2,600,"0",2,"3",0,"0",20,"0",0,"2","0","1","0",5,5,"2",0,0,39000,0,"1","0",1,1,5776.5,NA
"118","2",12,"0",1,0,"0",2,"1",0,"0",19,"0",0,"1","0","1","0",6,6,"0",0,0,0,0,"0","0",1,1,6171.5,NA
"119","2",12,"0",1,0,"0",1,"1",0,"0",43,"0",1,"1","0","1","0",7,6,"1",40,50000,50000,0,"1","0",1,1,3428.25,NA
"120","2",12,"0",1,0,"0",2,"1",0,"0",83,"0",1,"1","0","1","0",7,6,"0",0,53000,53000,0,"1","0",1,2,3248.25,NA
"121","2",12,"0",1,0,"0",3,"2",0,"0",63,"0",1,"1","0","1","0",10,6,"1",35,19800,37300,0,"1","0",1,1,5921.5,NA
"122","2",12,"0",1,0,"0",2,"4",1,"0",48,"0",1,"1","0","1","0",6,6,"2",0,13000,96100,0,"1","0",1,1,5941.5,NA
"123","2",12,"0",1,0,"0",2,"4",0,"0",22,"0",0,"1","0","1","0",7,6,"2",20,1500,96100,0,"1","0",1,1,5941.5,NA
"124","2",12,"0",1,0,"0",2,"2",0,"0",28,"0",1,"1","0","1","0",10,7,"2",0,14300,59300,0,"1","0",1,1,5856.5,NA
"125","2",12,"0",1,0,"0",2,"2",0,"0",37,"0",1,"8","0","1","0",10,7,"1",50,45000,59300,0,"1","0",1,2,5856.5,NA
"126","2",12,"0",0,0,"0",0,"1",0,"0",21,"0",0,"1","0","1","0",6,6,"1",15,4100,0,0,"0","0",1,1,0,NA
"127","2",12,"0",0,0,"0",0,"1",0,"0",20,"0",0,"1","0","1","0",7,6,"0",0,0,0,0,"0","0",1,1,0,NA
"128","2",12,"0",1,0,"0",2,"1",0,"0",45,"0",0,"1","0","1","0",6,6,"1",40,30000,30000,0,"1","0",1,1,5551.5,NA
"129","2",12,"0",2,680,"0",1,"1",0,"0",35,"0",1,"1","0","1","0",6,6,"1",50,33600,33600,0,"1","0",1,1,3253.25,NA
"130","2",12,"0",0,0,"0",0,"1",0,"0",19,"0",0,"2","0","1","0",7,6,"1",20,5000,0,0,"0","0",1,1,0,NA
"131","2",12,"0",1,0,"0",3,"4",2,"0",46,"0",2,"1","0","1","0",10,6,"1",45,60400,412450,0,"1","0",1,1,6621.5,NA
"132","2",12,"0",0,0,"0",0,"1",0,"0",18,"0",0,"1","0","1","0",6,6,"0",0,0,0,0,"0","0",1,1,0,NA
"133","2",12,"0",1,0,"0",1,"2",1,"0",26,"0",0,"2","0","1","0",6,6,"1",45,28880,28880,0,"1","0",1,1,5391.5,NA
"134","2",12,"0",2,0,"0",2,"2",0,"0",29,"0",1,"2","0","1","0",11,7,"0",0,0,43000,0,"1","0",1,1,5914,NA
"135","2",12,"0",0,0,"0",0,"1",0,"0",19,"0",0,"7","0","1","0",6,6,"1",20,3000,0,0,"0","0",1,1,0,NA
"136","2",12,"0",0,0,"0",0,"1",0,"0",19,"0",0,"6","0","1","0",6,6,"0",15,3000,0,0,"0","0",1,1,0,NA
"137","2",12,"0",1,0,"0",3,"5",0,"0",19,"0",0,"1","0","1","0",7,6,"1",40,1500,144500,0,"1","0",1,1,6196.5,NA
"138","2",12,"0",1,0,"0",3,"5",0,"0",18,"0",0,"1","0","1","0",6,5,"0",0,0,144500,0,"1","0",1,1,6196.5,NA
"139","2",12,"0",0,0,"0",0,"1",0,"0",19,"0",0,"8","0","1","0",7,6,"1",10,2200,0,0,"0","0",1,1,0,NA
"140","2",12,"0",2,1000,"0",2,"1",0,"0",43,"0",1,"2","0","1","0",5,5,"1",36,14900,14900,0,"1","0",1,1,5481.5,NA
"141","2",12,"0",2,930,"0",1,"2",0,"0",29,"0",1,"1","2","1","0",10,6,"1",40,30000,49000,0,"1","0",1,1,7675.75,NA
"142","2",12,"0",2,930,"0",1,"2",0,"0",21,"0",1,"1","0","1","0",7,6,"1",40,19000,49000,0,"1","0",1,1,7675.75,NA
"143","2",12,"0",1,0,"0",1,"3",0,"0",27,"0",1,"1","0","1","0",7,6,"1",55,50000,77150,0,"1","0",1,2,6151.5,NA
"144","2",12,"0",2,1800,"0",2,"4",2,"0",40,"0",2,"1","0","1","0",7,6,"2",0,15600,80600,0,"1","0",1,1,5469,NA
"145","2",12,"0",1,0,"0",2,"4",2,"0",39,"0",1,"6","0","1","0",11,7,"1",40,93000,93000,0,"1","0",1,1,5921.5,NA
"146","2",12,"0",1,0,"0",2,"4",2,"0",36,"0",1,"6","0","1","0",11,7,"0",0,0,93000,0,"1","0",1,1,5921.5,NA
"147","2",12,"0",1,0,"0",2,"7",0,"0",19,"0",0,"2","0","1","0",7,6,"1",30,2300,75600,0,"1","0",1,1,5341.5,NA
"148","2",12,"0",2,700,"0",1,"2",0,"0",19,"0",0,"8","0","1","0",7,6,"0",0,0,40000,0,"1","0",1,1,7795.75,NA
"149","2",12,"0",1,0,"0",2,"1",0,"0",56,"0",0,"2","0","1","0",7,6,"1",34,13000,13000,0,"1","0",1,1,4075.75,NA
"150","2",12,"0",1,0,"0",2,"3",1,"0",64,"0",1,"2","0","1","0",7,6,"1",40,28000,64200,0,"1","0",1,1,2940.75,NA
"151","2",12,"0",1,0,"0",2,"1",0,"0",73,"0",2,"1","0","1","0",11,7,"0",0,17950,17950,0,"1","0",1,1,6706.5,NA
"152","2",12,"0",1,0,"0",2,"2",0,"0",18,"0",0,"2","0","1","0",6,5,"0",0,4200,57400,0,"1","0",1,1,1260,NA
"153","2",12,"0",0,0,"0",0,"1",0,"0",18,"0",0,"2","0","1","0",6,6,"0",0,0,0,0,"0","0",1,1,0,NA
"154","2",12,"0",0,0,"0",0,"1",0,"0",20,"0",0,"2","0","1","0",6,6,"0",0,0,0,0,"0","0",1,1,0,NA
"155","2",12,"0",2,1400,"0",2,"5",0,"0",27,"0",0,"6","2","1","0",7,6,"1",40,20000,103000,0,"1","0",1,1,6296.5,NA
"156","2",12,"0",1,0,"0",3,"3",0,"0",18,"0",0,"1","0","1","0",6,5,"1",24,1200,346200,0,"1","0",1,1,5746.5,NA
"157","2",12,"0",1,0,"0",2,"2",0,"0",18,"0",0,"1","0","1","0",6,6,"0",0,0,16000,0,"1","0",1,1,6119,NA
"158","2",12,"0",1,0,"0",2,"5",0,"0",18,"0",0,"4","0","1","0",5,5,"0",0,0,39000,0,"1","0",1,1,5866.5,NA
"159","2",12,"0",0,0,"0",0,"1",0,"0",18,"0",0,"2","0","1","0",7,6,"0",0,0,0,0,"0","0",1,1,0,NA
"160","2",12,"0",2,870,"0",0,"2",0,"0",19,"0",0,"1","0","1","0",8,6,"0",0,0,0,0,"0","0",1,1,5221.5,NA
"161","2",12,"0",2,870,"0",0,"2",0,"0",25,"0",0,"1","0","1","0",10,7,"0",0,0,0,0,"0","0",1,1,5221.5,NA
"162","2",12,"0",2,1200,"0",1,"5",0,"0",24,"0",0,"2","0","1","0",6,6,"1",30,15000,73300,0,"1","0",1,1,6071.5,NA
"163","2",12,"0",1,0,"0",2,"3",1,"0",28,"0",1,"1","0","1","0",10,7,"1",40,40500,70700,0,"1","0",1,1,5776.5,NA
"164","2",12,"0",1,0,"0",3,"4",2,"0",40,"0",1,"1","0","1","0",8,7,"1",50,53000,53400,0,"1","0",1,1,6256.5,NA
"165","2",12,"0",1,0,"0",2,"4",2,"0",25,"0",1,"1","0","1","0",7,6,"1",99,26000,48000,0,"1","0",1,1,890,NA
"166","2",12,"0",1,0,"0",2,"1",0,"0",26,"0",0,"1","0","1","0",8,6,"1",45,32000,32000,0,"1","0",1,1,5446.5,NA
"167","2",12,"0",1,0,"0",2,"1",0,"0",25,"0",0,"1","0","1","0",10,7,"0",0,0,0,0,"0","0",1,1,5446.5,NA
"168","2",12,"0",1,0,"0",3,"3",0,"0",29,"0",0,"4","2","1","0",8,6,"1",40,27250,108740,0,"1","0",1,1,5184,NA
"169","2",12,"0",1,0,"0",2,"2",0,"0",20,"0",0,"1","0","1","0",6,6,"1",40,5700,73100,0,"1","0",1,1,5536.5,NA
"170","2",12,"0",2,830,"0",1,"1",0,"0",26,"0",0,"1","0","1","0",10,7,"0",40,9800,9800,0,"0","0",1,1,5274,NA
"171","2",12,"0",1,0,"0",4,"4",0,"0",19,"0",0,"1","0","1","0",7,6,"0",0,0,128300,0,"1","0",1,1,3608.25,NA
"172","2",12,"0",1,0,"0",2,"3",0,"0",22,"0",0,"1","0","1","0",7,6,"2",20,9600,105500,0,"1","0",1,1,6486.5,NA
"173","2",12,"0",0,0,"0",0,"1",0,"0",23,"0",0,"5","0","1","0",7,6,"0",0,0,0,0,"0","0",1,1,0,NA
"174","2",12,"0",1,0,"0",4,"5",0,"0",18,"0",0,"1","0","1","0",6,5,"0",0,0,41700,0,"1","0",1,1,6114,NA
"175","2",12,"0",2,500,"0",2,"4",2,"0",31,"0",1,"1","0","1","0",10,7,"0",0,0,30000,0,"1","0",1,1,7855.75,NA
"176","2",12,"0",1,0,"0",2,"2",0,"0",23,"0",0,"8","0","1","0",8,6,"1",25,27300,44600,0,"1","0",1,1,5488.75,NA
"177","2",12,"0",2,600,"0",2,"1",0,"0",20,"0",0,"1","0","1","0",7,6,"1",20,10000,10000,0,"0","0",1,1,5466.5,NA
"178","2",12,"0",0,0,"0",0,"1",0,"0",19,"0",0,"1","0","1","0",7,6,"1",10,2200,0,0,"0","0",1,1,0,NA
"179","2",12,"0",1,0,"0",2,"2",0,"0",58,"0",1,"1","0","1","0",11,6,"0",40,10000,27500,0,"1","0",1,1,7735.75,NA
"180","2",12,"0",0,0,"0",0,"1",0,"0",18,"0",0,"1","0","1","0",6,6,"0",0,0,0,0,"0","0",1,1,0,NA
